respondent_id,efficacy,side_effects,cost,dosing,choice
527,60% symptom reduction,High,100,Weekly (Injection),1
528,60% symptom reduction,Medium,50,Daily (Pill),0
529,60% symptom reduction,High,100,Weekly (Injection),0
530,60% symptom reduction,Medium,150,Weekly (Injection),1
531,70% symptom reduction,Low,50,Daily (Pill),0
532,50% symptom reduction,High,50,Weekly (Injection),1
533,60% symptom reduction,Medium,100,Weekly (Injection),1
534,50% symptom reduction,Medium,150,Weekly (Injection),0
535,70% symptom reduction,Medium,100,Daily (Pill),1
536,60% symptom reduction,Medium,100,Weekly (Injection),1
537,60% symptom reduction,High,100,Daily (Pill),1
538,50% symptom reduction,Low,150,Weekly (Injection),0
539,70% symptom reduction,Medium,100,Daily (Pill),0
540,60% symptom reduction,High,150,Daily (Pill),0
541,50% symptom reduction,High,50,Daily (Pill),1
542,50% symptom reduction,Low,150,Daily (Pill),1
543,50% symptom reduction,Medium,100,Weekly (Injection),0
544,60% symptom reduction,Medium,150,Daily (Pill),1
545,50% symptom reduction,Medium,100,Daily (Pill),1
546,70% symptom reduction,Low,50,Daily (Pill),1
547,70% symptom reduction,High,50,Daily (Pill),1
548,50% symptom reduction,Medium,150,Daily (Pill),0
549,50% symptom reduction,Low,50,Daily (Pill),1
550,60% symptom reduction,High,50,Daily (Pill),0
551,70% symptom reduction,High,150,Weekly (Injection),1
552,50% symptom reduction,High,50,Weekly (Injection),0
553,50% symptom reduction,High,100,Weekly (Injection),0
554,70% symptom reduction,High,100,Weekly (Injection),1
555,60% symptom reduction,Low,100,Weekly (Injection),1
556,50% symptom reduction,Low,100,Weekly (Injection),0
557,60% symptom reduction,Low,50,Daily (Pill),0
558,60% symptom reduction,Medium,50,Weekly (Injection),1
559,60% symptom reduction,Medium,150,Daily (Pill),1
560,50% symptom reduction,Low,150,Daily (Pill),1
561,60% symptom reduction,Medium,50,Weekly (Injection),0
562,50% symptom reduction,Low,150,Daily (Pill),1
563,70% symptom reduction,Medium,50,Weekly (Injection),1
564,60% symptom reduction,High,100,Daily (Pill),0
565,50% symptom reduction,Medium,50,Daily (Pill),1
566,70% symptom reduction,Medium,150,Daily (Pill),1
567,50% symptom reduction,High,100,Weekly (Injection),0
568,70% symptom reduction,Low,100,Daily (Pill),1
569,60% symptom reduction,Low,50,Weekly (Injection),1
570,70% symptom reduction,Low,150,Daily (Pill),1
571,70% symptom reduction,High,150,Weekly (Injection),1
572,60% symptom reduction,High,150,Weekly (Injection),1
573,60% symptom reduction,High,150,Daily (Pill),0
574,50% symptom reduction,Low,100,Weekly (Injection),0
575,60% symptom reduction,Medium,50,Daily (Pill),0
576,60% symptom reduction,High,150,Daily (Pill),1
577,70% symptom reduction,Low,50,Weekly (Injection),1
578,60% symptom reduction,High,100,Weekly (Injection),1
579,70% symptom reduction,High,150,Weekly (Injection),1
580,50% symptom reduction,Medium,50,Daily (Pill),0
581,50% symptom reduction,Low,150,Weekly (Injection),0
582,50% symptom reduction,Medium,150,Daily (Pill),1
583,70% symptom reduction,Medium,100,Daily (Pill),1
584,60% symptom reduction,High,150,Daily (Pill),0
585,50% symptom reduction,High,100,Daily (Pill),1
586,50% symptom reduction,Medium,150,Weekly (Injection),0
587,70% symptom reduction,High,150,Weekly (Injection),0
588,60% symptom reduction,Medium,100,Daily (Pill),1
589,50% symptom reduction,High,100,Weekly (Injection),0
590,70% symptom reduction,Medium,100,Weekly (Injection),1
591,70% symptom reduction,High,150,Daily (Pill),1
592,50% symptom reduction,Medium,100,Daily (Pill),0
593,60% symptom reduction,Medium,50,Weekly (Injection),1
594,50% symptom reduction,Low,150,Weekly (Injection),1
595,70% symptom reduction,High,150,Weekly (Injection),0
596,50% symptom reduction,High,50,Weekly (Injection),1
597,50% symptom reduction,Low,50,Weekly (Injection),1
598,50% symptom reduction,Medium,100,Weekly (Injection),1
599,50% symptom reduction,Low,100,Weekly (Injection),1
600,50% symptom reduction,High,50,Weekly (Injection),1
601,60% symptom reduction,Low,50,Weekly (Injection),1
602,50% symptom reduction,High,100,Daily (Pill),0
603,70% symptom reduction,Low,150,Weekly (Injection),1
604,70% symptom reduction,Medium,50,Daily (Pill),1
605,60% symptom reduction,Low,50,Daily (Pill),1
606,50% symptom reduction,Low,100,Daily (Pill),0
607,60% symptom reduction,Medium,150,Weekly (Injection),1
608,60% symptom reduction,Low,100,Daily (Pill),1
609,50% symptom reduction,Medium,50,Weekly (Injection),0
610,50% symptom reduction,Medium,150,Weekly (Injection),1
611,50% symptom reduction,Medium,50,Daily (Pill),0
612,70% symptom reduction,Medium,150,Daily (Pill),1
613,50% symptom reduction,Medium,100,Weekly (Injection),1
614,50% symptom reduction,Low,150,Daily (Pill),0
615,70% symptom reduction,Low,50,Daily (Pill),1
616,60% symptom reduction,Medium,50,Weekly (Injection),0
617,60% symptom reduction,High,50,Weekly (Injection),1
618,50% symptom reduction,High,100,Weekly (Injection),1
619,70% symptom reduction,Low,150,Daily (Pill),1
620,60% symptom reduction,High,150,Daily (Pill),1
621,70% symptom reduction,Medium,50,Daily (Pill),1
622,50% symptom reduction,High,50,Weekly (Injection),1
623,50% symptom reduction,High,100,Daily (Pill),0
624,70% symptom reduction,Low,100,Daily (Pill),1
625,60% symptom reduction,Medium,150,Daily (Pill),0
626,50% symptom reduction,Low,100,Weekly (Injection),1
627,50% symptom reduction,High,100,Daily (Pill),0
628,60% symptom reduction,Medium,150,Weekly (Injection),0
629,70% symptom reduction,Medium,150,Weekly (Injection),1
630,50% symptom reduction,High,100,Weekly (Injection),0
631,70% symptom reduction,Medium,100,Weekly (Injection),1
632,60% symptom reduction,Low,50,Weekly (Injection),1
633,60% symptom reduction,High,50,Daily (Pill),0
634,50% symptom reduction,Low,100,Daily (Pill),0
635,60% symptom reduction,Medium,100,Weekly (Injection),1
636,60% symptom reduction,Medium,100,Daily (Pill),1
637,70% symptom reduction,Low,150,Weekly (Injection),1
638,60% symptom reduction,Low,100,Daily (Pill),1
639,70% symptom reduction,High,100,Daily (Pill),1
640,60% symptom reduction,High,150,Weekly (Injection),0
641,60% symptom reduction,Medium,50,Weekly (Injection),0
642,70% symptom reduction,Medium,50,Weekly (Injection),1
643,60% symptom reduction,High,50,Weekly (Injection),1
644,60% symptom reduction,Medium,50,Weekly (Injection),0
645,50% symptom reduction,High,150,Daily (Pill),1
646,50% symptom reduction,Medium,100,Daily (Pill),0
647,70% symptom reduction,Medium,50,Weekly (Injection),1
648,60% symptom reduction,Low,100,Daily (Pill),1
649,70% symptom reduction,Medium,150,Weekly (Injection),1
650,70% symptom reduction,Low,50,Daily (Pill),0
651,50% symptom reduction,Medium,150,Daily (Pill),0
652,60% symptom reduction,Low,150,Daily (Pill),1
653,60% symptom reduction,Medium,50,Weekly (Injection),1
654,60% symptom reduction,Medium,100,Weekly (Injection),0
655,60% symptom reduction,Low,50,Daily (Pill),1
656,50% symptom reduction,High,50,Weekly (Injection),1
657,70% symptom reduction,Low,100,Weekly (Injection),1
658,60% symptom reduction,Low,150,Weekly (Injection),0
659,70% symptom reduction,Low,50,Daily (Pill),1
660,50% symptom reduction,Low,100,Weekly (Injection),0
661,50% symptom reduction,Low,50,Weekly (Injection),0
662,70% symptom reduction,Medium,150,Weekly (Injection),1
663,50% symptom reduction,High,100,Daily (Pill),0
664,70% symptom reduction,Medium,100,Daily (Pill),1
665,50% symptom reduction,Medium,100,Weekly (Injection),1
666,70% symptom reduction,Medium,150,Daily (Pill),1
667,60% symptom reduction,Low,100,Daily (Pill),1
668,50% symptom reduction,Low,50,Daily (Pill),1
669,50% symptom reduction,Medium,50,Weekly (Injection),1
670,50% symptom reduction,High,50,Daily (Pill),1
671,70% symptom reduction,Medium,50,Daily (Pill),1
672,60% symptom reduction,High,50,Daily (Pill),1
673,60% symptom reduction,High,150,Weekly (Injection),0
674,60% symptom reduction,Low,150,Weekly (Injection),0
675,70% symptom reduction,High,100,Daily (Pill),0
676,60% symptom reduction,Medium,50,Weekly (Injection),1
677,50% symptom reduction,Medium,100,Daily (Pill),0
678,60% symptom reduction,Medium,150,Daily (Pill),0
679,70% symptom reduction,High,150,Weekly (Injection),1
680,70% symptom reduction,High,50,Daily (Pill),1
681,60% symptom reduction,Low,150,Daily (Pill),0
682,50% symptom reduction,Medium,50,Weekly (Injection),0
683,70% symptom reduction,High,100,Daily (Pill),1
684,50% symptom reduction,High,150,Daily (Pill),0
685,50% symptom reduction,Low,50,Weekly (Injection),0
686,70% symptom reduction,High,150,Weekly (Injection),0
687,60% symptom reduction,Medium,150,Weekly (Injection),1
688,60% symptom reduction,Medium,100,Weekly (Injection),0
689,50% symptom reduction,Medium,100,Weekly (Injection),0
690,50% symptom reduction,Medium,50,Daily (Pill),1
691,50% symptom reduction,Low,100,Weekly (Injection),1
692,70% symptom reduction,Medium,100,Daily (Pill),0
693,70% symptom reduction,High,50,Weekly (Injection),0
694,70% symptom reduction,High,150,Weekly (Injection),0
695,60% symptom reduction,Medium,100,Weekly (Injection),1
696,50% symptom reduction,Low,50,Weekly (Injection),1
697,50% symptom reduction,Medium,50,Weekly (Injection),0
698,70% symptom reduction,Low,50,Weekly (Injection),1
699,60% symptom reduction,Medium,50,Daily (Pill),0
700,60% symptom reduction,High,150,Weekly (Injection),1
701,50% symptom reduction,Low,50,Daily (Pill),0
702,70% symptom reduction,High,100,Weekly (Injection),0
703,60% symptom reduction,High,100,Daily (Pill),0
704,50% symptom reduction,Low,100,Daily (Pill),1
705,50% symptom reduction,Low,50,Daily (Pill),0
706,60% symptom reduction,Medium,100,Daily (Pill),0
707,60% symptom reduction,Low,150,Weekly (Injection),1
708,60% symptom reduction,High,50,Weekly (Injection),1
709,50% symptom reduction,Medium,150,Daily (Pill),0
710,60% symptom reduction,Medium,150,Weekly (Injection),0
711,70% symptom reduction,Low,50,Weekly (Injection),1
712,50% symptom reduction,Medium,50,Daily (Pill),0
713,70% symptom reduction,High,50,Weekly (Injection),1
714,60% symptom reduction,Medium,50,Weekly (Injection),0
715,70% symptom reduction,Medium,150,Weekly (Injection),0
716,70% symptom reduction,Medium,50,Weekly (Injection),1
717,60% symptom reduction,Medium,100,Weekly (Injection),0
718,60% symptom reduction,High,50,Weekly (Injection),1
719,50% symptom reduction,Medium,50,Weekly (Injection),1
720,70% symptom reduction,Low,50,Daily (Pill),1
721,60% symptom reduction,Low,150,Daily (Pill),1
722,50% symptom reduction,High,50,Daily (Pill),0
723,60% symptom reduction,Medium,150,Weekly (Injection),1
724,60% symptom reduction,Low,150,Weekly (Injection),1
725,60% symptom reduction,Medium,50,Daily (Pill),1
726,70% symptom reduction,Medium,50,Weekly (Injection),1
727,70% symptom reduction,High,150,Weekly (Injection),1
728,60% symptom reduction,Low,50,Daily (Pill),1
729,50% symptom reduction,High,50,Weekly (Injection),0
730,60% symptom reduction,High,100,Daily (Pill),1
731,70% symptom reduction,Low,100,Daily (Pill),1
732,60% symptom reduction,High,50,Daily (Pill),0
733,60% symptom reduction,High,100,Daily (Pill),0
734,60% symptom reduction,High,150,Weekly (Injection),0
735,60% symptom reduction,Medium,50,Daily (Pill),1
736,70% symptom reduction,Medium,150,Daily (Pill),0
737,60% symptom reduction,High,100,Daily (Pill),1
738,60% symptom reduction,Medium,150,Daily (Pill),0
739,50% symptom reduction,Low,50,Daily (Pill),0
740,70% symptom reduction,Medium,100,Weekly (Injection),1
741,70% symptom reduction,Low,100,Weekly (Injection),1
742,70% symptom reduction,Medium,100,Daily (Pill),1
743,70% symptom reduction,Low,50,Daily (Pill),1
744,50% symptom reduction,Low,100,Daily (Pill),1
745,50% symptom reduction,Medium,50,Weekly (Injection),0
746,50% symptom reduction,Low,50,Daily (Pill),0
747,50% symptom reduction,Low,50,Daily (Pill),1
748,60% symptom reduction,Low,50,Weekly (Injection),1
749,70% symptom reduction,High,100,Weekly (Injection),1
750,70% symptom reduction,Low,150,Weekly (Injection),1
751,70% symptom reduction,Medium,150,Daily (Pill),0
752,70% symptom reduction,Medium,150,Daily (Pill),1
753,50% symptom reduction,High,150,Daily (Pill),0
754,60% symptom reduction,Medium,150,Weekly (Injection),0
755,60% symptom reduction,Medium,150,Daily (Pill),0
756,70% symptom reduction,Low,50,Daily (Pill),1
757,70% symptom reduction,High,100,Daily (Pill),1
758,60% symptom reduction,Low,100,Weekly (Injection),0
759,70% symptom reduction,Low,50,Daily (Pill),1
760,60% symptom reduction,Low,150,Daily (Pill),0
761,70% symptom reduction,Medium,50,Weekly (Injection),1
762,70% symptom reduction,Medium,100,Weekly (Injection),1
763,50% symptom reduction,Low,50,Daily (Pill),0
764,70% symptom reduction,High,150,Weekly (Injection),1
765,50% symptom reduction,Low,150,Daily (Pill),0
766,50% symptom reduction,Medium,150,Weekly (Injection),1
767,70% symptom reduction,Medium,150,Daily (Pill),1
768,70% symptom reduction,Medium,50,Daily (Pill),1
769,60% symptom reduction,Medium,100,Daily (Pill),1
770,70% symptom reduction,Low,150,Daily (Pill),0
771,50% symptom reduction,Medium,150,Weekly (Injection),1
772,70% symptom reduction,Low,100,Weekly (Injection),1
773,60% symptom reduction,High,100,Weekly (Injection),1
774,70% symptom reduction,Low,50,Daily (Pill),1
775,50% symptom reduction,Low,50,Daily (Pill),1
776,60% symptom reduction,High,150,Daily (Pill),1
777,60% symptom reduction,High,150,Weekly (Injection),1
778,70% symptom reduction,Low,150,Weekly (Injection),0
779,50% symptom reduction,Low,100,Weekly (Injection),1
780,60% symptom reduction,High,100,Weekly (Injection),1
781,60% symptom reduction,Medium,150,Daily (Pill),1
782,50% symptom reduction,Low,100,Daily (Pill),0
783,70% symptom reduction,Medium,150,Weekly (Injection),1
784,60% symptom reduction,High,150,Daily (Pill),0
785,50% symptom reduction,Low,50,Daily (Pill),0
786,70% symptom reduction,High,50,Daily (Pill),0
787,50% symptom reduction,High,150,Weekly (Injection),1
788,60% symptom reduction,Low,150,Daily (Pill),1
789,70% symptom reduction,Medium,150,Weekly (Injection),0
790,50% symptom reduction,Medium,150,Weekly (Injection),1
791,60% symptom reduction,Low,100,Weekly (Injection),1
792,60% symptom reduction,High,100,Daily (Pill),1
793,70% symptom reduction,Low,50,Weekly (Injection),1
794,50% symptom reduction,High,100,Daily (Pill),0
795,50% symptom reduction,Medium,150,Daily (Pill),1
796,50% symptom reduction,High,100,Daily (Pill),0
797,50% symptom reduction,Low,50,Daily (Pill),1
798,50% symptom reduction,Medium,50,Weekly (Injection),1
799,50% symptom reduction,Medium,50,Daily (Pill),0
800,50% symptom reduction,Medium,50,Daily (Pill),1
801,70% symptom reduction,High,150,Daily (Pill),1
802,70% symptom reduction,High,50,Daily (Pill),1
803,60% symptom reduction,Low,100,Weekly (Injection),1
804,70% symptom reduction,Low,150,Weekly (Injection),1
805,50% symptom reduction,Medium,100,Weekly (Injection),0
806,50% symptom reduction,Low,50,Daily (Pill),1
807,50% symptom reduction,Medium,100,Daily (Pill),0
808,70% symptom reduction,Medium,150,Daily (Pill),1
809,50% symptom reduction,Medium,50,Daily (Pill),1
810,60% symptom reduction,High,50,Weekly (Injection),1
811,70% symptom reduction,Low,100,Weekly (Injection),1
812,60% symptom reduction,Low,100,Weekly (Injection),0
813,50% symptom reduction,High,100,Weekly (Injection),1
814,50% symptom reduction,Low,50,Weekly (Injection),0
815,70% symptom reduction,Medium,100,Daily (Pill),1
816,60% symptom reduction,Low,150,Weekly (Injection),1
817,50% symptom reduction,Low,100,Daily (Pill),1
818,60% symptom reduction,High,150,Weekly (Injection),1
819,50% symptom reduction,Medium,50,Weekly (Injection),0
820,70% symptom reduction,High,150,Weekly (Injection),1
821,60% symptom reduction,High,50,Weekly (Injection),0
822,50% symptom reduction,High,150,Daily (Pill),0
823,60% symptom reduction,Medium,100,Daily (Pill),1
824,50% symptom reduction,High,150,Weekly (Injection),0
825,70% symptom reduction,Low,100,Weekly (Injection),1
826,50% symptom reduction,High,50,Weekly (Injection),0
827,60% symptom reduction,High,50,Weekly (Injection),1
828,70% symptom reduction,Medium,150,Daily (Pill),0
829,70% symptom reduction,Medium,50,Daily (Pill),1
830,60% symptom reduction,Low,50,Daily (Pill),1
831,50% symptom reduction,High,100,Weekly (Injection),0
832,60% symptom reduction,Medium,50,Weekly (Injection),1
833,60% symptom reduction,Medium,100,Weekly (Injection),0
834,50% symptom reduction,Medium,50,Weekly (Injection),1
835,70% symptom reduction,Low,150,Weekly (Injection),0
836,70% symptom reduction,Low,150,Weekly (Injection),1
837,70% symptom reduction,Low,100,Daily (Pill),1
838,60% symptom reduction,Low,50,Daily (Pill),1
839,60% symptom reduction,High,100,Weekly (Injection),0
840,50% symptom reduction,Medium,150,Daily (Pill),0
841,70% symptom reduction,High,100,Daily (Pill),1
842,70% symptom reduction,High,100,Daily (Pill),1
843,50% symptom reduction,Low,100,Weekly (Injection),1
844,70% symptom reduction,Low,150,Weekly (Injection),1
845,70% symptom reduction,Low,100,Weekly (Injection),1
846,60% symptom reduction,Medium,150,Daily (Pill),1
847,60% symptom reduction,Low,100,Weekly (Injection),0
848,60% symptom reduction,Low,150,Weekly (Injection),1
849,60% symptom reduction,Low,100,Weekly (Injection),1
850,60% symptom reduction,High,100,Daily (Pill),1
